research_id,title,start_date,end_date,time,city,venue,category,language,recurrence,audience,confirmation_status,dedup_status,dedup_best_score,dedup_best_title,dedup_best_date,recommended_action,source_registry_status,harvest_priority,source_name,source_url,source_ref,notes,researched_at
1f10fe54597b,Cornwall Poutine Feast,2026-07-30,2026-08-02,,Cornwall,,festival,,,public,confirmed,new-candidate,0.52,Caribana King & Queen Showcase,2026-07-31,add-after-final-source-check,new-source,P0,Cornwall Tourism / City of Cornwall,https://cornwalltourism.com/events/,turn912955search0,,2026-07-21
6dd1540ca68e,Cornwall Waterfest,2026-08-08,,,Cornwall,,festival,,,public,confirmed,new-candidate,0.579,Kingston WritersFest 2026,2026-10-01,add-after-final-source-check,new-source,P0,Cornwall Tourism / City of Cornwall,https://cornwalltourism.com/events/,turn912955search9,,2026-07-21
c623972da675,Cornwall Night Market,2026-08-14,,,Cornwall,,market/festival,,,public,confirmed,new-candidate,0.526,Così fan tutte (Mozart),2026-10-03,add-after-final-source-check,new-source,P0,Cornwall Tourism / City of Cornwall,https://cornwalltourism.com/events/,turn912955search2,,2026-07-21
47112a75bd1d,Arts in the Park,2026-07-21,2026-07-29,,Cornwall,,concert/performance series,,,public,confirmed,new-candidate,0.77,Pan in D' Park,2026-08-02,add-after-final-source-check,new-source,P0,Cornwall Tourism / City of Cornwall,https://cornwalltourism.com/events/,turn912955search8,,2026-07-21
fdbd8c4a88d2,Cornwall City Council Meeting,2026-08-10,,,Cornwall,,civic meeting,,,public,confirmed,new-candidate,0.564,Metaphysical Society of America 2027 Meeting,2026-09-01,add-after-final-source-check,registered-domain-only,P0,City of Cornwall,https://www.cornwall.ca/en/city-hall/council-meetings.aspx,turn912955search3,,2026-07-21
1fc1d5f8f5ec,Cornwall City Council Meeting,2026-09-14,,,Cornwall,,civic meeting,,,public,confirmed,new-candidate,0.564,Metaphysical Society of America 2027 Meeting,2026-09-01,add-after-final-source-check,registered-domain-only,P0,City of Cornwall,https://www.cornwall.ca/en/city-hall/council-meetings.aspx,turn912955search3,,2026-07-21
5280a4d73166,Cornwall City Council Meeting,2026-09-28,,,Cornwall,,civic meeting,,,public,confirmed,new-candidate,0.564,Metaphysical Society of America 2027 Meeting,2026-09-01,add-after-final-source-check,registered-domain-only,P0,City of Cornwall,https://www.cornwall.ca/en/city-hall/council-meetings.aspx,turn912955search3,,2026-07-21
a0a6df07dbdd,Cornwall City Council Meeting,2026-10-12,,,Cornwall,,civic meeting,,,public,confirmed,new-candidate,0.564,Metaphysical Society of America 2027 Meeting,2026-09-01,add-after-final-source-check,registered-domain-only,P0,City of Cornwall,https://www.cornwall.ca/en/city-hall/council-meetings.aspx,turn912955search3,,2026-07-21
336a2faa1e3f,Cornwall City Council Meeting,2026-10-26,,,Cornwall,,civic meeting,,,public,confirmed,new-candidate,0.564,Metaphysical Society of America 2027 Meeting,2026-09-01,add-after-final-source-check,registered-domain-only,P0,City of Cornwall,https://www.cornwall.ca/en/city-hall/council-meetings.aspx,turn912955search3,,2026-07-21
7474ed411a1d,Cornwall City Council Meeting,2026-11-09,,,Cornwall,,civic meeting,,,public,confirmed,new-candidate,0.564,Metaphysical Society of America 2027 Meeting,2026-09-01,add-after-final-source-check,registered-domain-only,P0,City of Cornwall,https://www.cornwall.ca/en/city-hall/council-meetings.aspx,turn912955search3,,2026-07-21
524a9a635c88,Cornwall City Council Meeting,2026-11-23,,,Cornwall,,civic meeting,,,public,confirmed,new-candidate,0.564,Metaphysical Society of America 2027 Meeting,2026-09-01,add-after-final-source-check,registered-domain-only,P0,City of Cornwall,https://www.cornwall.ca/en/city-hall/council-meetings.aspx,turn912955search3,,2026-07-21
769a3ffe3348,Cornwall City Council Meeting,2026-12-14,,,Cornwall,,civic meeting,,,public,confirmed,new-candidate,0.594,The Thrill of Hope: A Holiday Concert,2026-12-15,add-after-final-source-check,registered-domain-only,P0,City of Cornwall,https://www.cornwall.ca/en/city-hall/council-meetings.aspx,turn912955search3,,2026-07-21
2d5053ae5b71,Outdoor Movie Night,2026-07-23,,,Dollard-des-Ormeaux,,outdoor screening,,,public,confirmed,new-candidate,0.508,De Profundis: Oscar Wilde in Jail,2026-11-03,add-after-final-source-check,new-source,P0,City of Dollard-des-Ormeaux,https://ville.ddo.qc.ca/en/events/,turn834909search0,,2026-07-21
ed60550e88c8,Outdoor Movie Night,2026-07-30,,,Dollard-des-Ormeaux,,outdoor screening,,,public,confirmed,new-candidate,0.508,De Profundis: Oscar Wilde in Jail,2026-11-03,add-after-final-source-check,new-source,P0,City of Dollard-des-Ormeaux,https://ville.ddo.qc.ca/en/events/,turn834909search0,,2026-07-21
a06d28cba873,Family Affair,2026-08-08,,,Dollard-des-Ormeaux,,community festival,,,public,confirmed,new-candidate,0.455,Pan in D' Park,2026-08-02,add-after-final-source-check,new-source,P0,City of Dollard-des-Ormeaux,https://ville.ddo.qc.ca/en/events/,turn834909search0,,2026-07-21
2b7538c2e2ec,Information and Registration Night,2026-08-12,,,Dollard-des-Ormeaux,,community information,,,public,confirmed,new-candidate,0.517,SBL International Meeting 2027,2027-02-01,add-after-final-source-check,new-source,P0,City of Dollard-des-Ormeaux,https://ville.ddo.qc.ca/en/events/,turn834909search0,,2026-07-21
31d15fc308bb,Dollard-des-Ormeaux City Council Meeting,2026-08-18,,,Dollard-des-Ormeaux,,civic meeting,,,public,confirmed,new-candidate,0.538,Law and Society Association 2027 International Meeting,2026-10-29,add-after-final-source-check,new-source,P0,City of Dollard-des-Ormeaux,https://ville.ddo.qc.ca/en/events/,turn834909search0,,2026-07-21
f7322782aec1,Beach Book Club,2026-07-22,,,Pointe-Claire,,book club,,,public,confirmed,new-candidate,0.441,"Elizabeth Bowen Review, Volume 8",2026-09-30,add-after-final-source-check,new-source,P0,City of Pointe-Claire,https://www.pointe-claire.ca/en/events/,turn834909search9,,2026-07-21
1409cc9cee55,Jeff Moseley & Django Messengers,2026-07-22,,,Pointe-Claire,,concert,,,public,confirmed,new-candidate,0.464,Meaning of Home Student Contest,2027-02-20,add-after-final-source-check,new-source,P0,City of Pointe-Claire,https://www.pointe-claire.ca/en/events/,turn834909search9,,2026-07-21
c677fa8213f2,Origami Workshop,2026-07-23,,,Pointe-Claire,,workshop,,,public,confirmed,new-candidate,0.489,BollywoodMonster Mashup 2026,2026-07-24,add-after-final-source-check,new-source,P0,City of Pointe-Claire,https://www.pointe-claire.ca/en/events/,turn834909search9,,2026-07-21
10cafcecc087,Dungeons & Dragons,2026-07-23,,,Pointe-Claire,,game/community,,,public,confirmed,new-candidate,0.512,Indigenous Arts and Stories,2027-03-31,add-after-final-source-check,new-source,P0,City of Pointe-Claire,https://www.pointe-claire.ca/en/events/,turn834909search9,,2026-07-21
f3d85dd3fc24,Neighbourhood Festival and Outdoor Film,2026-07-22,,,Vaudreuil-Dorion,,festival/screening,French/English,,public,confirmed,new-candidate,0.528,Beaches Jazz Festival — StreetFest,2026-07-23,add-after-final-source-check,new-source,P0,City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/en/leisure-and-culture/activities-and-events,turn412193search0,,2026-07-21
0fa32746a9d5,Neighbourhood Festival and Outdoor Film,2026-07-29,,,Vaudreuil-Dorion,,festival/screening,French/English,,public,confirmed,new-candidate,0.517,Japan Festival Canada 2026 (JFC 2026),2026-08-14,add-after-final-source-check,new-source,P0,City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/en/leisure-and-culture/activities-and-events,turn412193search0,,2026-07-21
82a69cc1bf69,Neighbourhood Festival and Outdoor Film,2026-08-05,,,Vaudreuil-Dorion,,festival/screening,French/English,,public,confirmed,new-candidate,0.549,TD Kitchener Blues Festival 2026,2026-08-06,add-after-final-source-check,new-source,P0,City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/en/leisure-and-culture/activities-and-events,turn412193search0,,2026-07-21
b0de2d28ed82,Neighbourhood Festival and Outdoor Film,2026-08-12,,,Vaudreuil-Dorion,,festival/screening,French/English,,public,confirmed,new-candidate,0.537,Japan Festival Canada 2026 (JFC 2026),2026-08-14,add-after-final-source-check,new-source,P0,City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/en/leisure-and-culture/activities-and-events,turn412193search0,,2026-07-21
04fa4e010bd4,Neighbourhood Festival and Outdoor Film,2026-08-19,,,Vaudreuil-Dorion,,festival/screening,French/English,,public,confirmed,new-candidate,0.537,Japan Festival Canada 2026 (JFC 2026),2026-08-14,add-after-final-source-check,new-source,P0,City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/en/leisure-and-culture/activities-and-events,turn412193search0,,2026-07-21
c691b6fadcb0,Heart Soul & Rock N' Roll,2026-07-31,,,Vaudreuil-Dorion,,concert,French,,public,confirmed,new-candidate,0.439,Hell's Kitchen,2026-09-23,add-after-final-source-check,new-source,P0,Le 405 / City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/fr/loisirs-et-culture/le-405,turn412193search5,,2026-07-21
61b69555ccad,Le 405 Improvisation Night,2026-08-05,,,Vaudreuil-Dorion,,improv,French,,public,confirmed,new-candidate,0.508,ROM Identification Clinic,2026-09-15,add-after-final-source-check,new-source,P0,Le 405 / City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/fr/loisirs-et-culture/le-405,turn412193search5,,2026-07-21
67687582fe92,Le 405 Comedy Night,2026-08-06,,,Vaudreuil-Dorion,,comedy,French,,public,confirmed,new-candidate,0.433,TD Kitchener Blues Festival 2026,2026-08-06,add-after-final-source-check,new-source,P0,Le 405 / City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/fr/loisirs-et-culture/le-405,turn412193search5,,2026-07-21
243e93510489,Le 405 Francophone Show,2026-08-07,,,Vaudreuil-Dorion,,concert/performance,French,,public,confirmed,new-candidate,0.437,Caribana King & Queen Showcase,2026-07-31,add-after-final-source-check,new-source,P0,Le 405 / City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/fr/loisirs-et-culture/le-405,turn412193search5,,2026-07-21
d1f1c1d48b88,Artefact Festival,2026-08-20,2026-08-22,,Vaudreuil-Dorion,,festival,French,,public,confirmed,new-candidate,0.671,Toronto Folk Music Festival 2026,2026-08-21,add-after-final-source-check,new-source,P0,Le 405 / City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/fr/loisirs-et-culture/le-405,turn412193search5,,2026-07-21
44b62eaf8298,BiblioClub Summer Reading Program,2026-07-21,2026-08-29,,Vaudreuil-Dorion,,reading program,French,Weekly activities,public,confirmed,new-candidate,0.564,New York Times Summer Reading Contest,2026-08-14,add-after-final-source-check,new-source,P3,Vaudreuil-Dorion Library,https://www.ville.vaudreuil-dorion.qc.ca/fr/loisirs-et-culture/bibliotheque,turn412193search6,,2026-07-21
c78afbac2d78,BiblioClub Closing Celebration,2026-08-30,,,Vaudreuil-Dorion,,literary/community,French,,public,confirmed,new-candidate,0.467,Caribana Pan Alive / Closing Day,2026-08-02,add-after-final-source-check,new-source,P3,Vaudreuil-Dorion Library,https://www.ville.vaudreuil-dorion.qc.ca/fr/loisirs-et-culture/bibliotheque,turn412193search6,,2026-07-21
dbd4f8f30b18,Country Dance,2026-07-21,2026-08-29,,Vaudreuil-Dorion,,dance workshop,French,Recurring summer program,public,confirmed,new-candidate,0.475,"Bringing Us Together: Dance, Description and Access",2026-08-15,add-after-final-source-check,new-source,P0,City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/fr/loisirs-et-culture/programmation-estivale,turn412193search8,,2026-07-21
170d166cdf26,Latin Dance,2026-07-21,2026-08-29,,Vaudreuil-Dorion,,dance workshop,French,Recurring summer program,public,confirmed,new-candidate,0.61,Elf in Concert,2026-12-03,add-after-final-source-check,new-source,P0,City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/fr/loisirs-et-culture/programmation-estivale,turn412193search8,,2026-07-21
9b88349ee892,Oasis estivale,2026-07-21,2026-08-29,,Vaudreuil-Dorion,,art activity,French,Recurring summer program,public,confirmed,new-candidate,0.606,VELD Music Festival 2026,2026-07-31,add-after-final-source-check,new-source,P0,City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/fr/loisirs-et-culture/programmation-estivale,turn412193search8,,2026-07-21
b921a0c9ea8f,Board Games at the Esplanade,2026-07-21,2026-08-29,,Vaudreuil-Dorion,,community games,French,Recurring summer program,public,confirmed,new-candidate,0.45,Ron James: The View From Here,2026-10-15,add-after-final-source-check,new-source,P0,City of Vaudreuil-Dorion,https://www.ville.vaudreuil-dorion.qc.ca/fr/loisirs-et-culture/programmation-estivale,turn412193search8,,2026-07-21
574b30623d26,Salsa on the Waterfront,2026-07-21,,,Hamilton,,dance/community,,,public,confirmed,new-candidate,0.541,Royal Canadian Legion Literary Contest,2026-11-01,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,Weekly Tuesdays,2026-07-21
61f72650fa71,Wednesdays with the HPO,2026-07-22,,,Hamilton,,concert,,,public,confirmed,new-candidate,0.439,Kids Write 4 Kids,2027-03-31,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,Additional date Jul. 29,2026-07-21
40a28e5fc1a2,Wellness Wednesdays,2026-07-22,,,Hamilton,,community/wellness,,,public,confirmed,new-candidate,0.561,Wine in the Wilderness (Childress),2026-09-19,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,,2026-07-21
77850f27225a,Music on the Waterfront,2026-07-23,,,Hamilton,,concert,,,public,confirmed,new-candidate,0.513,Kingston WritersFest 2026,2026-10-01,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,,2026-07-21
1b86c10cc535,Dundas Live and Local,2026-07-25,,,Hamilton,,community arts,,,public,confirmed,new-candidate,0.468,Caribana Pan Alive / Closing Day,2026-08-02,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,Recurring Saturdays,2026-07-21
0b1b7fcca265,Cemetery Chronicles Tour: War of 1812,2026-07-26,,,Hamilton,,heritage tour,,,public,confirmed,new-candidate,0.465,"Psyche and the City, Tanner Lectures on Human Values, day 1",2027-03-24,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,,2026-07-21
e91d49b9af13,Brott on the Waterfront: The Waterfront Soundtrack,2026-07-26,,,Hamilton,,concert,,,public,confirmed,new-candidate,0.465,Polar Expressions Student Writing Contest 2026,2026-11-20,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,,2026-07-21
a732230682b8,Summer Concert Series: Terra Lightfoot,2026-07-27,,,Hamilton,,concert,,,public,confirmed,new-candidate,0.493,SummerWorks Performance Festival 2026,2026-08-06,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,,2026-07-21
355d8b29de66,Salsa on the Waterfront,2026-07-28,,,Hamilton,,dance/community,,,public,confirmed,new-candidate,0.541,Royal Canadian Legion Literary Contest,2026-11-01,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,,2026-07-21
faa55b846e84,Wednesdays with the HPO,2026-07-29,,,Hamilton,,concert,,,public,confirmed,new-candidate,0.439,Kids Write 4 Kids,2027-03-31,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,,2026-07-21
83fe33c16ad5,Thursday Tunes,2026-07-30,,,Hamilton,,concert,,,public,confirmed,new-candidate,0.487,The Turn of the Screw (Britten),2027-01-23,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,,2026-07-21
378e43ce787a,Festival of Friends,2026-07-31,2026-08-02,,Hamilton,,festival,,,public,confirmed,new-candidate,0.675,SOS Fest (Summer Soca Festival) Mississauga 2026,2026-07-31,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,,2026-07-21
ca26383d41b1,Full Noon Fest,2026-08-01,2026-08-22,,Hamilton,,concert series,,,public,confirmed,new-candidate,0.55,Elf in Concert,2026-12-03,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,"Saturdays Aug. 1, 8, 15, 22",2026-07-21
eded2389fbdb,Friday Unwinds,2026-08-14,,,Hamilton,,community arts/dance,,,public,confirmed,new-candidate,0.456,Japan Festival Canada 2026 (JFC 2026),2026-08-14,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,,2026-07-21
920e26e4d32e,Christie Lake Dragon Boat Festival,2026-09-18,2026-09-19,,Hamilton,,festival/sport,,,public,confirmed,new-candidate,0.583,Mississauga Latin Festival,2026-08-07,add-after-final-source-check,new-source,P1,City of Hamilton,https://www.hamilton.ca/things-do/festivals-events/events-calendar,turn347972search1,,2026-07-21
cebe8bb8502a,Hamilton Public Library Special Events Calendar,2026-07-21,2026-12-31,,Hamilton,,library programs,,,public,source-calendar,source-calendar,0.725,Hamilton Public Library Power of the Pen,2026-09-30,build-or-repair-adapter,registered-domain-only,P0,Hamilton Public Library,https://www.hpl.ca/events/special-events/all,turn347972search15,High-volume official calendar; harvest all public programs.,2026-07-21
ce282d1d28b3,Traffic Calming Open House – Afternoon Session,2026-07-22,,12:30-14:30,Guelph,,public consultation,,,public,confirmed,new-candidate,0.498,Indigenous Arts and Stories,2027-03-31,add-after-final-source-check,new-source,P0,City of Guelph,https://events.guelph.ca/,turn347972search0,,2026-07-21
e724eff9d0ab,Traffic Calming Open House – Evening Session,2026-07-22,,17:30-19:30,Guelph,,public consultation,,,public,confirmed,new-candidate,0.46,"Italian Art Society session, CAA 2028",2027-04-10,add-after-final-source-check,new-source,P0,City of Guelph,https://events.guelph.ca/,turn347972search0,,2026-07-21
68e07ae9af73,Market Square Lighting – World Fragile X Day,2026-07-23,,19:00-23:30,Guelph,,civic commemoration,,,public,confirmed,new-candidate,0.491,Empire of Wild (world premiere),2027-05-01,add-after-final-source-check,new-source,P0,City of Guelph,https://events.guelph.ca/,turn347972search0,,2026-07-21
73638e430c25,Market Square Lighting – World Drowning Prevention Day,2026-07-25,,19:00-23:30,Guelph,,civic commemoration,,,public,confirmed,new-candidate,0.494,"ASOR annual meeting abstract deadline, projected",2027-02-15,add-after-final-source-check,new-source,P0,City of Guelph,https://events.guelph.ca/,turn347972search0,,2026-07-21
895d0a7339ce,Flag Raising – Eradicate Human Trafficking,2026-07-30,2026-08-06,09:00,Guelph,,civic action,,,public,confirmed,new-candidate,0.553,King & Queen Showcase (Caribana),2026-07-30,add-after-final-source-check,new-source,P0,City of Guelph,https://events.guelph.ca/,turn347972search0,,2026-07-21
a3b180765b27,Hot Summer Nights – Orin Reid Park,2026-07-30,,18:30-20:00,Guelph,,community event,,,public,confirmed,new-candidate,0.54,"Toronto Caribbean Carnival 2026 (Caribana, 59th year)",2026-07-30,add-after-final-source-check,new-source,P0,City of Guelph,https://events.guelph.ca/,turn347972search0,,2026-07-21
018dde3a9100,City of Guelph Official Events Calendar,2026-07-21,2026-12-31,,Guelph,,municipal events,,,public,source-calendar,source-calendar,0.474,Society for Classical Studies 2028 Annual Meeting,2027-04-05,build-or-repair-adapter,new-source,P0,City of Guelph,https://events.guelph.ca/,turn347972search0,35 events in July view; recurring engagement and civic programs.,2026-07-21
422f6d27de83,Waterloo Art Market,2026-07-24,2026-08-14,,Waterloo,,art market,,Jul. 24 and Aug. 14,public,confirmed,new-candidate,0.566,AGO Art Bash,2026-09-24,add-after-final-source-check,new-source,P0,City of Waterloo,https://www.waterloo.ca/arts-culture-and-events/city-events/,turn454225search0,,2026-07-21
2f79a25f00c1,Movies in the Park,2026-07-23,2026-08-20,,Waterloo,,outdoor screening,,"Jul. 23; Aug. 6, 13, 20",public,confirmed,new-candidate,0.683,Pan in D' Park,2026-08-02,add-after-final-source-check,new-source,P0,City of Waterloo,https://www.waterloo.ca/arts-culture-and-events/city-events/,turn454225search0,,2026-07-21
7c9c5c455222,Dance It Off Tuesdays,2026-07-21,2026-08-25,,Waterloo,,dance/community,,Weekly Tuesdays,public,confirmed,new-candidate,0.53,Johannes Linstead — From Spain to Cuba (Beaches Jazz Festival),2026-07-21,add-after-final-source-check,new-source,P0,City of Waterloo,https://www.waterloo.ca/arts-culture-and-events/city-events/,turn454225search0,,2026-07-21
7e99f27f79fc,Day of Play,2026-08-22,,,Waterloo,,community festival,,,public,confirmed,new-candidate,0.525,"Psyche and the City, Tanner Lectures on Human Values, day 1",2027-03-24,add-after-final-source-check,new-source,P0,City of Waterloo,https://www.waterloo.ca/arts-culture-and-events/city-events/,turn454225search0,,2026-07-21
dfbb24291519,Lumen Festival,2026-09-19,,,Waterloo,,art/technology festival,,,public,confirmed,new-candidate,0.667,VELD Music Festival 2026,2026-07-31,add-after-final-source-check,new-source,P0,City of Waterloo,https://www.waterloo.ca/arts-culture-and-events/city-events/,turn454225search0,,2026-07-21
5c703af7a10f,Mayor's Oktoberfest Market,2026-10-04,,,Waterloo,,market/festival,,,public,confirmed,new-candidate,0.545,Toronto Buskerfest 2026,2026-09-04,add-after-final-source-check,new-source,P0,City of Waterloo,https://www.waterloo.ca/arts-culture-and-events/city-events/,turn454225search0,,2026-07-21
2a15af66016d,Waterloo Vampire Hangout,2026-10-30,,,Waterloo,,community performance,,,public,confirmed,new-candidate,0.481,The Thrill of Hope: A Holiday Concert,2026-12-15,add-after-final-source-check,new-source,P0,City of Waterloo,https://www.waterloo.ca/arts-culture-and-events/city-events/,turn454225search0,,2026-07-21
9a5c14fda7c3,Timber in Time: A Cabin's Journey Through Generations,2026-07-23,2026-08-27,,Waterloo,,heritage program,,"Jul. 23, Aug. 20, Aug. 27",public,confirmed,new-candidate,0.487,Program in Ethics and Public Affairs: Johanna Thoma,2027-02-25,add-after-final-source-check,new-source,P0,City of Waterloo Museum,https://www.waterloo.ca/museum/upcoming-events/,turn454225search3,,2026-07-21
88bbb2455d31,Iron Willed: Women in STEM,2026-07-21,2026-12-30,,Waterloo,,exhibition,,Open museum days,public,confirmed,new-candidate,0.56,Empire of Wild (world premiere),2027-05-01,add-after-final-source-check,new-source,P0,City of Waterloo Museum,https://www.waterloo.ca/museum/upcoming-events/,turn454225search3,,2026-07-21
d287e6635527,Pop-Up Museum: Earth Science Museum,2026-07-24,,,Waterloo,,museum program,,,public,confirmed,new-candidate,0.471,Indigenous Arts and Stories,2027-03-31,add-after-final-source-check,new-source,P0,City of Waterloo Museum,https://www.waterloo.ca/museum/upcoming-events/,turn454225search3,,2026-07-21
93f98a60a49a,Cambridge Summer Live: Artist to be announced,2026-07-22,,11:00-13:00,Cambridge,,concert,,,public,confirmed,new-candidate,0.479,AAR Southeast Region 2027 Annual Meeting,2026-10-01,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
fd841a6545ec,Ultimutts Animal Actor Show,2026-07-22,,18:30,Cambridge,,performance,,,public,confirmed,new-candidate,0.419,YoungArts National Arts Competition,2026-10-08,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
dd0dbec0ba0a,The Galt Kilties,2026-07-26,,19:00,Cambridge,,concert,,,public,confirmed,new-candidate,0.512,Hell's Kitchen,2026-09-23,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
4accdf396a7d,Jack Wyndham and Mary Catherine Pazzano,2026-07-29,,11:00-13:00,Cambridge,,concert,,,public,confirmed,new-candidate,0.45,"ACLA Annual Meeting seminar proposal deadline, projected",2026-09-30,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
6c186fad28d3,Team T&J Jumping Jamboree,2026-07-29,,18:30,Cambridge,,performance,,,public,confirmed,new-candidate,0.442,OECTA Young Authors Awards,2027-02-13,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
3f99a31574ba,KW Woodwind Quintet,2026-08-02,,19:00,Cambridge,,concert,,,public,confirmed,new-candidate,0.513,Pan in D' Park,2026-08-02,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
655e242e7f88,Movie Night: A Bug's Life,2026-08-05,,20:00,Cambridge,,screening,,,public,confirmed,new-candidate,0.538,TD Kitchener Blues Festival 2026,2026-08-06,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
0f7a5e5dc433,Top Pocket – Don McDougall,2026-08-09,,19:00,Cambridge,,concert,,,public,confirmed,new-candidate,0.539,TIFF: The Market (inaugural),2026-09-10,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
9b9065d42e55,Juneyt Yetkiner,2026-08-12,,11:00-13:00,Cambridge,,concert,,,public,confirmed,new-candidate,0.464,Elf in Concert,2026-12-03,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
619da95bfaa2,Jesse gARTh Circus Arts,2026-08-12,,18:30,Cambridge,,performance,,,public,confirmed,new-candidate,0.54,OECTA Young Authors Awards,2027-02-13,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
b8b430922142,George Kauntz,2026-08-16,,19:00,Cambridge,,concert,,,public,confirmed,new-candidate,0.45,AGO Art Bash,2026-09-24,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
304f6199f437,Paul Stouffer,2026-08-19,,11:00-13:00,Cambridge,,concert,,,public,confirmed,new-candidate,0.485,Parfumerie,2026-11-18,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
407dbd8cb728,Movie Night: Shrek,2026-08-19,,19:30,Cambridge,,screening,,,public,confirmed,new-candidate,0.5,Emergence & Silent Screen,2026-11-13,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
522ea8e0f7db,Clefs of Moher,2026-08-23,,19:00,Cambridge,,concert,,,public,confirmed,new-candidate,0.45,Hell's Kitchen,2026-09-23,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
