"id","printed","normalized","host","pdfPageStart","pdfPageEnd","printedPage","chapter","nearbyProject","contextClassification","nearbyText","sourceLineIndex"
"URL-OCC-0059","http://dlc.dlib.indiana.edu/documents/dir0/00/00/02/18/index.html","http://dlc.dlib.indiana.edu/documents/dir0/00/00/02/18/index.html","","87","87","72","3 - A Framework for Analyzing the Knowledge Commons","Digital Library of the Commons","conference / workshop / event","The Problem of Network Congestion.” Presented at the Eighth Conference of the International Association for the Study of Common Property, Bloomington, Indiana, May 31–June 4, 2000. http://dlc.dlib.indiana.edu/documents/dir0/00/ 00/02/18/index.html. Blomquist, William. 1992. Dividing the Waters: Governing Groundwater in Southern California. San Francisco: Institute for Contemporary Studies Press.","26"
"URL-OCC-0060","http://www.aaup.org/publications/Academe/2002/02so/02sobol.htm","http://www.aaup.org/publications/Academe/2002/02so/02sobol.htm","","87","87","72","3 - A Framework for Analyzing the Knowledge Commons","American Association of University Professors","project / organization homepage","Bollier, David. 2002a. “The Enclosure of the Academic Commons.” Academe 88(5):18–22. http://www.aaup.org/publications/Academe/2002/02so/02sobol .htm. Bollier, David. 2002b. Silent Theft: The Private Plunder of Our Common Wealth. New York: Routledge.","32"
"URL-OCC-0061","http://www.law.duke.edu/journals/66LCPBoyle","http://www.law.duke.edu/journals/66LCPBoyle","","87","87","72","3 - A Framework for Analyzing the Knowledge Commons","Duke University School of Law / Law and Contemporary Problems","article / report / publication","Boyle, James. 2003. “The Second Enclosure Movement and the Construction of the Public Domain.” Law and Contemporary Problems 66/1–2 (winter/spring): 33–75. http://www.law.duke.edu/journals/66LCPBoyle. Brody, T., H. Stamerjohanns, S. Harnad, Y. Gingras, and C. Oppenheim. 2004. “The Effect of Open Access on Citation Impact.”Poster presentation at National","40"
"URL-OCC-0062","http://opcit.eprints.org/feb19oa/brody-impact.pdf","http://opcit.eprints.org/feb19oa/brody-impact.pdf","","88","88","73","3 - A Framework for Analyzing the Knowledge Commons","EPrints / Open Citation Project","repository / archive / digital library","International Meeting, Southampton, February 19, 2004. http://opcit.eprints.org/ feb19oa/brody-impact.pdf. Bromley, Daniel W. 1989. Economic Interests and Institutions: The Conceptual Foundations of Public Policy. New York: Blackwell.","1"
"URL-OCC-0063","http://www.nsf.gov/od/lpa/nsf50/vbush1945.htm","http://www.nsf.gov/od/lpa/nsf50/vbush1945.htm","","88","88","73","3 - A Framework for Analyzing the Knowledge Commons","National Science Foundation","article / report / publication","Boston: Harvard University Press. Bush, Vannevar. 1945. Science, the Endless Frontier: A Report to the President. Washington, DC: U.S. Government Printing Office. http://www.nsf.gov/od/lpa/ nsf50/vbush1945.htm. Cardenas, Juan-Camilo. 2003. “Real Wealth and Experimental Cooperation: Experiments in the Field Lab.” Journal of Development Economics 70(2):","8"
"URL-OCC-0064","http://video.indiana.edu:8080/ramgen/vic/blaise_cronin_20051201.rm?start=00:09:30","http://video.indiana.edu:8080/ramgen/vic/blaise_cronin_20051201.rm?start=00:09:30","","88","88","73","3 - A Framework for Analyzing the Knowledge Commons","Indiana University video service","article / report / publication","Cronin, Blaise. 2005 “On Libraries and the Digital Environment.” Presentation given at the Indiana University Herman B. Wells Library, Bloomington Campus. http://video.indiana.edu:8080/ramgen/vic/blaise_cronin_20051201.rm?start=00: 09:30. Crow, Raymond. 2002. “The Case for Institutional Repositories: A SPARC Position Paper.” Washington, DC: Scholarly Publishing & Academic Resources","31"
"URL-OCC-0065","http://www.arl.org/sparc/IR/ir.html","http://www.arl.org/sparc/IR/ir.html","","88","88","73","3 - A Framework for Analyzing the Knowledge Commons","Association of Research Libraries / SPARC","initiative / declaration / policy","Crow, Raymond. 2002. “The Case for Institutional Repositories: A SPARC Position Paper.” Washington, DC: Scholarly Publishing & Academic Resources Coalition, July 2002. http://www.arl.org/sparc/IR/ir.html. Dalrymple, Dana. 2003. “Scientific Knowledge as a Global Public Good: Con- tributions to Innovation and the Economy.” In J. M. Esanu and P. F. Uhlir, eds.,","35"
"URL-OCC-0066","http://www.nap.edu/books/030908850X/html","http://www.nap.edu/books/030908850X/html","","88","88","73","3 - A Framework for Analyzing the Knowledge Commons","National Academies Press","project / organization homepage","The Role of Scientific and Technical Data and Information in the Public Domain: Proceedings of a Symposium. Washington, DC: National Academies Press. http://www.nap.edu/books/030908850X/html. Davenport, Thomas H., and Laurence Prusak. 1998. Working Knowledge: How Organizations Manage What They Know. Boston: Harvard University Press.","40"
"URL-OCC-0067","http://ideas.repec.org/p/wpa/wuwpdc/0502010.html","http://ideas.repec.org/p/wpa/wuwpdc/0502010.html","","89","89","74","3 - A Framework for Analyzing the Knowledge Commons","RePEc","initiative / declaration / policy","Science, Intellectual Property, and the Digital Technology Boomerang.” Stanford, CA: Stanford Institute for Economic Policy Research, Stanford University. SIEPR Discussion Paper, no. 0002. http://ideas.repec.org/p/wpa/wuwpdc/ 0502010.html. Davis, Philip M. 2003. “Tragedy of the Commons Revisited: Librarians, Pub- lishers, Faculty, and the Demise of a Public Resource.” Portal 3/4 (October):","4"
"URL-OCC-0068","http://people.cornell.edu/pages/pmd8/3.4davis.pdf","http://people.cornell.edu/pages/pmd8/3.4davis.pdf","","89","89","74","3 - A Framework for Analyzing the Knowledge Commons","Cornell University","article / report / publication","Davis, Philip M. 2003. “Tragedy of the Commons Revisited: Librarians, Pub- lishers, Faculty, and the Demise of a Public Resource.” Portal 3/4 (October): 547–562. http://people.cornell.edu/pages/pmd8/3.4davis.pdf. Dietz, Tom, Elinor Ostrom, and Paul C. Stern. 2003. “The Struggle to Govern the Commons.” Science 302 (December 12):1907–1912.","8"
"URL-OCC-0069","http://www.nap.edu/html/issues_digital/notice.html","http://www.nap.edu/html/issues_digital/notice.html","","89","89","74","3 - A Framework for Analyzing the Knowledge Commons","National Academies Press","article / report / publication","tional and Theoretical Economics 160(1):161–180. Duderstadt, James J., ed. 2001. Issues for Science and Engineering Researchers in the Digital Age. Washington, DC: National Academy Press. http://www .nap.edu/html/issues_digital/notice.html. Duderstadt, James J., Daniel E. Atkins, and Douglas Van Houweling. 2002. Higher Education in the Digital Age: Technology Issues and Strategies for Amer-","15"
"URL-OCC-0070","http://jan.ucc.nau.edu/~rse/FederalAccess.htm","http://jan.ucc.nau.edu/~rse/FederalAccess.htm","","89","89","74","3 - A Framework for Analyzing the Knowledge Commons","Northern Arizona University","license / intellectual-property resource","ican Colleges and Universities. Westport, CT: Praeger. Evans, R. Sean, and Brad Bogus. 2004. “Federal Government Information Access in the Wake of 9/11.” http://jan.ucc.nau.edu/~rse/FederalAccess.htm. Ewing, John. 2003. “Copyright and Authors.” First Monday 8/10 (October). http://www.firstmonday.dk/issues/issue8_10/ewing/.","21"
"URL-OCC-0071","http://www.firstmonday.dk/issues/issue8_10/ewing/","http://www.firstmonday.dk/issues/issue8_10/ewing/","","89","89","74","3 - A Framework for Analyzing the Knowledge Commons","First Monday","license / intellectual-property resource","in the Wake of 9/11.” http://jan.ucc.nau.edu/~rse/FederalAccess.htm. Ewing, John. 2003. “Copyright and Authors.” First Monday 8/10 (October). http://www.firstmonday.dk/issues/issue8_10/ewing/. Futrelle, Joe. “Emerging Tools for Building Integrated Scientific Data Resources.” National Center for Supercomputing Applications. http://www.ncsa.uiuc.edu/","23"
"URL-OCC-0072","http://www.ncsa.uiuc.edu/People/futrelle/ppt/NIH0106.ppt","http://www.ncsa.uiuc.edu/People/futrelle/ppt/NIH0106.ppt","","89","89","74","3 - A Framework for Analyzing the Knowledge Commons","National Center for Supercomputing Applications","article / report / publication","http://www.firstmonday.dk/issues/issue8_10/ewing/. Futrelle, Joe. “Emerging Tools for Building Integrated Scientific Data Resources.” National Center for Supercomputing Applications. http://www.ncsa.uiuc.edu/ People/futrelle/ppt/NIH0106.ppt. Gibbs, W. Wayt. 1995. “Lost Science in the Third World.” Scientific American (August): 92–99.","25"
"URL-OCC-0073","http://www.biomedcentral.com/meetings/2000/foi/editorials/ginsparg","http://www.biomedcentral.com/meetings/2000/foi/editorials/ginsparg","","89","89","74","3 - A Framework for Analyzing the Knowledge Commons","BioMed Central","article / report / publication","Communities, Institutions, and Governance. Cambridge, MA: MIT Press. Ginsparg, Paul. 2000. “Creating a Global Knowledge Network.” BioMed Central. http://www.biomedcentral.com/meetings/2000/foi/editorials/ginsparg. Golich, Vicki L. 1991. “A Multilateral Negotiations Challenge: International Management of the Communications Commons.” Journal of Applied Behavioral","34"
"URL-OCC-0074","http://www.arl.org/arl/proceedings/138/guedon.html","http://www.arl.org/arl/proceedings/138/guedon.html","","90","90","75","3 - A Framework for Analyzing the Knowledge Commons","Association of Research Libraries / SPARC","conference / workshop / event","Guédon, Jean-Claude. 2001. In Oldenburg's Long Shadow: Librarians, Research Scientists, Publishers, and the Control of Scientific Publishing. Washington, DC: Association of Research Libraries. http://www.arl.org/arl/proceedings/138/ guedon.html. Gupta, Alok, Dale O. Stahl, and Andrew B. Whinston 1995. “The Internet: A Future Tragedy of the Commons.” Presented at the Conference on Interoper-","3"
"URL-OCC-0075","http://cism.mccombs.utexas.edu/alok/wash_pap/wash_pap.html","http://cism.mccombs.utexas.edu/alok/wash_pap/wash_pap.html","","90","90","75","3 - A Framework for Analyzing the Knowledge Commons","University of Texas at Austin","conference / workshop / event","Future Tragedy of the Commons.” Presented at the Conference on Interoper- ability and the Economics of Information Infrastructure, Rosslyn, Virginia, July 6–7, 1995. http://cism.mccombs.utexas.edu/alok/wash_pap/wash_pap.html. Harboe-Ree, Cathrine, Michele Sabto, and Andrew Treloar. 2003. “The Library as Digitorium: New Modes of Information Creation, Distribution and Access.”","8"
"URL-OCC-0076","http://eprint.monash.edu.au/archive/00000018/","http://eprint.monash.edu.au/archive/00000018/","","90","90","75","3 - A Framework for Analyzing the Knowledge Commons","Monash University ePrint Repository","repository / archive / digital library","Harboe-Ree, Cathrine, Michele Sabto, and Andrew Treloar. 2003. “The Library as Digitorium: New Modes of Information Creation, Distribution and Access.” http://eprint.monash.edu.au/archive/00000018/. Hardin, Garrett. 1968. “The Tragedy of the Commons” Science 162:1243–1248. Harnad, Stevan. 2001. “The Self-Archiving Initiative: Freeing the Refereed","11"
"URL-OCC-0077","http://www.ecs.soton.ac.uk/~harnad/Tp/nature4.htm","http://www.ecs.soton.ac.uk/~harnad/Tp/nature4.htm","","90","90","75","3 - A Framework for Analyzing the Knowledge Commons","University of Southampton / Stevan Harnad","repository / archive / digital library","Hardin, Garrett. 1968. “The Tragedy of the Commons” Science 162:1243–1248. Harnad, Stevan. 2001. “The Self-Archiving Initiative: Freeing the Refereed Research Literature Online.” Nature 410 (April 26):1024–1025. http://www.ecs .soton.ac.uk/~harnad/Tp/nature4.htm. Harnad, Stevan. 2003a. “Publish or Perish: Self-Archive to Flourish.” In the American Scientist Open Access Forum. http://www.ecs.soton.ac.uk/~harnad/","14"
